Fun_danceability,Fun_energy,Fun_loudness,Fun_speechiness,Fun_acousticness,Fun_instrumentalness,Fun_liveness,Fun_valence,Fun_tempo,Fun_duration_minutes
0.257,0.415,5.6435,0.051,0.63796,0.63299896,0.18015,0.446,41.8315,1.8
